ax,ay,az,gx,gy,gz
-1368.0,-13252.0,11588.0,14475.0,-16102.0,5134.0
-1796.0,-6852.0,12804.0,23110.0,-19495.0,19906.0
5652.0,6008.0,20452.0,9592.0,-21155.0,12087.0
-316.0,-3796.0,32408.0,-761.0,-14011.0,6067.0
1380.0,1220.0,32767.0,-4233.0,372.0,380.0
-1092.0,-2660.0,28380.0,-4422.0,9949.0,-6846.0
-984.0,-3524.0,22880.0,-13202.0,21036.0,-5690.0
72.0,-4484.0,20412.0,-9870.0,19697.0,-6540.0
-696.0,-10004.0,17092.0,-7293.0,21216.0,-3140.0
-1800.0,-8016.0,8960.0,-12433.0,21193.0,994.0
-4276.0,-10584.0,5452.0,-7168.0,11612.0,-61.0
-3864.0,-9348.0,2884.0,2665.0,-1969.0,-2697.0
-3920.0,-11916.0,5328.0,1515.0,-8861.0,-3189.0
1852.0,-10472.0,7820.0,9137.0,-16668.0,-2691.0
-1772.0,-11140.0,10284.0,6664.0,-16883.0,826.0
20.0,-5744.0,15644.0,14202.0,-21237.0,10258.0
600.0,-1352.0,23824.0,1747.0,-17075.0,7978.0
904.0,64.0,26884.0,3422.0,-21562.0,2126.0
-596.0,-3944.0,32767.0,-1126.0,-2327.0,-732.0
624.0,-3872.0,30516.0,-2885.0,10118.0,-1903.0
1280.0,-3576.0,24888.0,-3180.0,17292.0,-2854.0
1148.0,-4088.0,20680.0,-5840.0,20881.0,-2830.0
1104.0,-5000.0,16584.0,-6570.0,21724.0,-2476.0
-1736.0,-7432.0,9292.0,-7224.0,17886.0,-1233.0
-4380.0,-8472.0,6676.0,-3768.0,11735.0,-1524.0
-4744.0,-8232.0,1952.0,-3716.0,1167.0,-4882.0
-2952.0,-9928.0,4132.0,-3044.0,-6090.0,-5843.0
-1936.0,-11504.0,6892.0,3087.0,-15266.0,-5866.0
500.0,-11560.0,12656.0,1575.0,-19326.0,649.0
1248.0,-8100.0,19864.0,3070.0,-24106.0,7141.0
2428.0,-2480.0,28240.0,2678.0,-23883.0,4735.0
1200.0,-3864.0,31820.0,2028.0,-15119.0,1334.0
1256.0,-4848.0,32136.0,663.0,3271.0,-1549.0
1040.0,-5160.0,27188.0,-289.0,15633.0,-3597.0
1628.0,-4748.0,22200.0,-7055.0,22066.0,-4232.0
2324.0,-6064.0,19376.0,-6736.0,20850.0,-4359.0
508.0,-8048.0,12552.0,-6705.0,17240.0,-2155.0
-1968.0,-8736.0,7948.0,-5468.0,11191.0,-1157.0
-2732.0,-9164.0,5176.0,-1225.0,4071.0,-2845.0
-3512.0,-10804.0,4688.0,-3391.0,-1870.0,-2891.0
-1468.0,-10564.0,6276.0,3584.0,-9684.0,-4288.0
-888.0,-13368.0,10612.0,8391.0,-13928.0,-1484.0
256.0,-9696.0,12776.0,9867.0,-15993.0,6859.0
-496.0,-6796.0,18980.0,6831.0,-17293.0,13811.0
4716.0,-940.0,22932.0,6389.0,-19601.0,13690.0
1860.0,-456.0,30944.0,369.0,-11159.0,8090.0
2896.0,1116.0,31908.0,-88.0,2105.0,-1147.0
-1228.0,-4336.0,26248.0,-2475.0,10916.0,-6374.0
252.0,-4284.0,22616.0,-7561.0,19017.0,-4430.0
-64.0,-6172.0,20804.0,-8243.0,18406.0,-4244.0
-1008.0,-7580.0,16500.0,-6616.0,16474.0,-1194.0
-1388.0,-6852.0,12508.0,-5200.0,15102.0,368.0
-3684.0,-8472.0,7352.0,-4515.0,9422.0,197.0
-3264.0,-7364.0,5092.0,-6953.0,5437.0,-14.0
-3896.0,-10068.0,4892.0,-1909.0,-3273.0,-3090.0
-1808.0,-11508.0,9180.0,4988.0,-10586.0,-2706.0
-3248.0,-13400.0,11604.0,4452.0,-12237.0,554.0
-560.0,-7124.0,16552.0,3965.0,-18481.0,7677.0
-560.0,-2520.0,18600.0,7480.0,-19985.0,5736.0
-2508.0,-3756.0,24112.0,4158.0,-17463.0,4349.0
-824.0,-1452.0,30216.0,-3398.0,-8899.0,1718.0
-80.0,-4244.0,31404.0,87.0,4684.0,-1748.0
-460.0,-5252.0,26756.0,-2197.0,13951.0,-3144.0
152.0,-4584.0,22432.0,-5507.0,20912.0,-1506.0
